,Count,cell_bin,Coverage,TF_name,mean_delta,num_peaks,median,std,min,max,p25,p75
TFE3,1,"(0, 1]",0.007205826816004409,TFE3,335.9581242845231,70757.0,248.0,239.26012789044918,123.0,1499.0,171.0,412.0
HOXB7,1,"(0, 1]",1.1254013232923818e-05,HOXB7,199.6021505376344,186.0,187.5,60.42706388204083,144.0,493.0,156.25,218.0
PHF19,1,"(0, 1]",0.0022652119424697776,PHF19,303.1781483284648,24648.0,260.0,141.2404253085305,223.0,1499.0,233.0,311.0
HCFC1R1,1,"(0, 1]",0.0019221888552420588,HCFC1R1,381.88087925323697,16605.0,345.0,115.36438097891774,280.0,1493.0,301.0,423.0
ZNF737,1,"(0, 1]",0.0016350972377026035,ZNF737,260.53139489953634,20704.0,225.0,112.18662463807787,162.0,1363.0,186.0,295.0
NFKBIA,1,"(0, 1]",0.00017685406250153023,NFKBIA,326.6662933930571,1786.0,296.0,60.204372338413904,296.0,1060.0,296.0,335.0
KLF17,1,"(0, 1]",0.006708230345062165,KLF17,482.1740892452501,45896.0,397.0,264.269479665567,210.0,1499.0,282.0,601.0
ZNF774,1,"(0, 1]",8.429445670989213e-06,ZNF774,275.3267326732673,101.0,236.0,125.16837531188867,187.0,953.0,202.0,292.0
NFAT5,1,"(0, 1]",0.003484874947842729,NFAT5,315.6155387783116,36425.0,227.0,223.8534302294332,131.0,1493.0,164.0,382.0
CXXC4,1,"(0, 1]",0.0023643703904223682,CXXC4,437.1378131480132,17843.0,371.0,238.73114803548918,171.0,1499.0,253.0,556.0
PALB2,1,"(0, 1]",0.0002754386849127232,PALB2,390.3127147766323,2328.0,329.0,154.32674018036636,291.0,1475.0,291.0,421.25
ZNF532,1,"(0, 1]",0.004468718996729655,ZNF532,580.3901968503937,25400.0,476.0,316.9058673849155,243.0,1499.0,324.0,757.0
NAB2,1,"(0, 1]",0.0002670465242610641,NAB2,384.19668556476233,2293.0,334.0,181.47879588879562,202.0,1490.0,256.0,459.0
ZNF714,1,"(0, 1]",0.00010302820857672198,ZNF714,368.6344902386117,922.0,341.5,104.21885549467206,264.0,793.0,270.0,439.0
KMT2B-D,1,"(0, 1]",0.0055119165525667774,KMT2B-D,443.21474187100864,41026.0,404.0,182.77098540192742,231.0,1499.0,303.0,533.0
GSPT2,1,"(0, 1]",0.0015796877582849615,GSPT2,261.18940457097034,19952.0,223.0,93.96599119034205,197.0,1030.0,197.0,287.0
BRF2,1,"(0, 1]",0.00015983602778436233,BRF2,188.383351196856,2799.0,167.0,52.486778566519064,155.0,882.0,155.0,204.0
ZNF622,1,"(0, 1]",1.5842495652434886e-05,ZNF622,381.48175182481754,137.0,345.0,151.76346253830147,195.0,863.0,253.0,481.0
MCM2,1,"(0, 1]",0.00011333736485637791,MCM2,355.40874524714826,1052.0,300.5,167.10785568753758,223.0,1426.0,249.0,392.0
ZNF182,1,"(0, 1]",0.0008292379271066486,ZNF182,200.29162395665543,13658.0,160.5,88.74319289038988,143.0,1361.0,143.0,226.0
MTF2,1,"(0, 1]",0.004819729262610456,MTF2,408.3903886163409,38933.0,314.0,232.73860472457054,239.0,1499.0,262.0,455.0
ZNF567,1,"(0, 1]",7.646520891104614e-05,ZNF567,257.92638036809814,978.0,245.0,80.12240315667847,159.0,642.0,194.0,304.0
ZNF35,1,"(0, 1]",0.0042439764191568195,ZNF35,234.4357836570663,59720.0,203.0,105.31732640430064,139.0,1235.0,159.0,272.0
ZNF837,1,"(0, 1]",9.780800274026825e-05,ZNF837,349.5774647887324,923.0,289.0,167.3502218654781,223.0,1492.0,247.0,386.5
ZNF397,1,"(0, 1]",0.0002243730618121581,ZNF397,311.13366960907945,2379.0,257.0,172.17126682183246,168.0,1446.0,201.0,348.0
CDK6,1,"(0, 1]",0.003036835420804254,CDK6,146.25827408499643,68497.0,116.0,72.95742074034465,100.0,1420.0,100.0,162.0
SALL4,1,"(0, 1]",9.922604599576623e-05,SALL4,276.2345991561181,1185.0,249.0,99.03318436736942,186.0,982.0,208.0,309.0
ZNF565,1,"(0, 1]",0.00036110238090972187,ZNF565,340.9401831711505,3494.0,286.0,94.60319966801804,286.0,1128.0,286.0,364.0
ZNF823,1,"(0, 1]",0.0019846485377457146,ZNF823,334.77430076187557,19557.0,290.0,85.934893849663,290.0,1226.0,290.0,343.0
GABPB1,1,"(0, 1]",0.004796164221003112,GABPB1,504.3872613089356,31369.0,405.0,288.5630630206972,217.0,1499.0,294.0,613.0
ZNF112,1,"(0, 1]",9.195455783567958e-05,ZNF112,311.12820512820514,975.0,292.0,101.79977415912596,215.0,1369.0,247.0,348.0
SP3,1,"(0, 1]",0.004212909207277924,SP3,561.8538567270375,24736.0,476.0,297.58180545120695,229.0,1499.0,322.0,727.0
DR1,1,"(0, 1]",0.0007640806886109715,DR1,353.92235327155294,7122.0,314.0,148.4750051006489,186.0,1330.0,242.0,427.0
ZNF322,1,"(0, 1]",0.00020051792456661125,ZNF322,170.53132250580046,3879.0,157.0,44.03588702565284,136.0,876.0,136.0,191.0
ZNF512,1,"(0, 1]",0.0021192544295228926,ZNF512,500.1598225783374,13978.0,438.0,211.82444342249187,275.0,1498.0,343.0,590.0
GPS2,1,"(0, 1]",0.0011645384683794582,GPS2,258.8927825325157,14839.0,221.0,129.36411674510262,138.0,1480.0,168.0,306.0
NELFCD,1,"(0, 1]",0.004159755926225111,NELFCD,515.8122462787551,26604.0,481.0,254.12968697080385,167.0,1498.0,299.0,676.0
ZNF675,1,"(0, 1]",0.0002816898366901664,ZNF675,361.021756021756,2574.0,322.0,109.52139597501925,264.0,940.0,264.0,434.0
ZNF256,1,"(0, 1]",0.000491311065447855,ZNF256,235.8544819557625,6872.0,203.0,107.22251130645286,132.0,1074.0,161.0,273.0
ZFP90,1,"(0, 1]",1.0662303007457372e-05,ZFP90,295.5798319327731,119.0,279.0,67.22407455645272,228.0,497.0,238.0,332.5
POU2F3,1,"(0, 1]",0.005093704434731913,POU2F3,252.3985069694785,66576.0,224.0,115.35792286370825,136.0,1451.0,174.0,292.0
PRDM12,1,"(0, 1]",0.0003919743769150522,PRDM12,222.52435036998796,5811.0,215.0,62.50831724957866,132.0,1350.0,178.0,262.0
ZNF429,1,"(0, 1]",0.000264464157759656,ZNF429,216.219083023544,4035.0,191.0,102.12689124986932,117.0,1018.0,141.0,256.0
SOX11,1,"(0, 1]",0.001158362492901152,SOX11,98.56679305630787,38769.0,90.0,19.897176413111303,90.0,1115.0,90.0,98.0
HINFP,1,"(0, 1]",0.00034255353848835026,HINFP,328.5040697674419,3440.0,285.0,149.5677244587686,190.0,1473.0,231.0,374.25
ZNF84,1,"(0, 1]",0.00012495422498473376,ZNF84,231.4503088152723,1781.0,216.0,69.48188209534437,157.0,721.0,173.0,272.0
TFIIIC,1,"(0, 1]",0.0044995952365583245,TFIIIC,597.6714849412143,24836.0,521.0,295.5053338285856,257.0,1498.0,349.0,785.0
MLXIP,1,"(0, 1]",0.00015804422494484788,MLXIP,288.8498614958449,1805.0,260.0,94.62841411844991,202.0,1450.0,224.0,319.0
ZNF585B,1,"(0, 1]",0.0006700372603020905,ZNF585B,348.64258675078867,6340.0,337.0,108.78700190942808,200.0,1455.0,262.0,414.25
ZBTB8A,1,"(0, 1]",0.006140374347450551,ZBTB8A,515.3815133319764,39304.0,408.0,284.5573380989216,229.0,1499.0,310.0,636.25
ZNF597,1,"(0, 1]",0.0005423439504826668,ZNF597,237.1613202545069,7544.0,211.0,95.47175211465843,139.0,1106.0,169.0,278.0
BAF155,1,"(0, 1]",0.011157395016369491,BAF155,362.44746533795495,101552.0,302.0,200.90371191594826,158.0,1499.0,220.0,440.0
SMAD3-EPAS1,1,"(0, 1]",0.0003749602828909842,SMAD3-EPAS1,227.0486417033774,5448.0,193.0,57.8474601123026,193.0,652.0,193.0,245.0
ZSCAN18,1,"(0, 1]",0.00024075058233546815,ZSCAN18,332.3075313807531,2390.0,290.0,132.5106106533361,219.0,1248.0,244.0,367.0
SALL3,1,"(0, 1]",0.0023805984677381193,SALL3,346.95758780649436,22635.0,287.0,174.28937494624287,204.0,1472.0,223.0,407.0
MECP2,1,"(0, 1]",4.971366223705056e-05,MECP2,348.19745222929936,471.0,318.0,83.52875204997966,286.0,824.0,286.0,376.0
SS18-SSX,1,"(0, 1]",0.007078996821104109,SS18-SSX,286.1535105991913,81610.0,251.0,134.46153541391052,152.0,1497.0,195.0,327.0
IRF8,1,"(0, 1]",0.0011965196179272997,IRF8,284.6479411552607,13867.0,268.0,84.48909729408444,190.0,1305.0,222.0,326.0
ZNF48,1,"(0, 1]",1.9136005693261185e-05,ZNF48,344.9617486338798,183.0,279.0,189.1711059332328,199.0,1446.0,229.0,382.5
SNAPC4,1,"(0, 1]",0.0001310222860981494,SNAPC4,303.32,1425.0,273.0,75.57177219576712,251.0,919.0,251.0,324.0
HLF,1,"(0, 1]",0.001962373921563478,HLF,171.05371769803943,37846.0,155.0,60.88276352321956,110.0,797.0,130.0,191.0
NOTCH3,1,"(0, 1]",0.0015440560112753923,NOTCH3,216.5230605738576,23525.0,192.0,57.9485486817614,178.0,884.0,178.0,233.0
ZNF560,1,"(0, 1]",0.00012783790294316734,ZNF560,264.57089084065245,1594.0,242.0,90.33091319728376,198.0,1446.0,212.25,284.0
FOXJ2,1,"(0, 1]",0.0001305624375264114,FOXJ2,271.74384858044164,1585.0,253.0,79.74191325059829,182.0,765.0,212.0,307.0
CARM1,1,"(0, 1]",0.0006792054343641974,CARM1,393.3015622257328,5697.0,337.0,175.39129103585765,238.0,1490.0,269.0,458.0
MCM5,1,"(0, 1]",0.0005376066311160737,MCM5,312.95517910711135,5667.0,273.0,123.2946893105872,216.0,1470.0,233.0,347.0
ZMYM2,1,"(0, 1]",8.063294655958004e-05,ZMYM2,262.58736426456073,1013.0,230.0,99.88890824500014,189.0,1103.0,193.0,292.0
ZKSCAN2,1,"(0, 1]",0.00048539487258390584,ZKSCAN2,333.1131682962347,4807.0,248.0,191.1058431519514,222.0,1493.0,222.0,365.0
ZNF484,1,"(0, 1]",2.5636330526715325e-05,ZNF484,286.6847457627119,295.0,283.0,67.54821108614605,194.0,579.0,228.0,335.5
ATXN7L3,1,"(0, 1]",0.003367151591566129,ATXN7L3,523.8851577606943,21203.0,450.0,262.0057202101581,233.0,1499.0,315.0,668.0
MAF1,1,"(0, 1]",0.0017394028371041797,MAF1,233.22915904564485,24603.0,189.0,107.42210204390918,153.0,1465.0,163.0,264.0
GLI4,1,"(0, 1]",0.0006124182645763414,GLI4,324.7571130043401,6221.0,286.0,133.59295931213285,159.0,1410.0,240.0,368.0
ZNF544,1,"(0, 1]",0.000118472087965587,ZNF544,319.82733224222585,1222.0,277.0,136.65680803948487,207.0,1463.0,233.0,345.0
HEY1,1,"(0, 1]",0.00011387269285749151,HEY1,248.94367130550035,1509.0,210.0,133.3812126424935,148.0,1489.0,171.0,274.0
NSD2,1,"(0, 1]",0.0005492638075661442,NSD2,247.0984590208646,7333.0,202.0,134.01153496888705,151.0,1457.0,167.0,274.0
VEZF1,1,"(0, 1]",0.002986721323522203,VEZF1,431.20048140043764,22850.0,341.0,264.417585598028,169.0,1498.0,243.0,530.0
ZNF496,1,"(0, 1]",0.0017355318639590946,ZNF496,325.54540285438105,17587.0,294.0,65.41440065476168,294.0,1053.0,294.0,327.0
ZNF513,1,"(0, 1]",0.0014220767064508674,ZNF513,376.4186792907005,12463.0,328.0,173.54011498181296,213.0,1485.0,262.0,427.0
ZNF785,1,"(0, 1]",0.0007851421775789063,ZNF785,368.43741109530583,7030.0,312.0,168.27980579244243,223.0,1467.0,256.0,419.0
ZNF180,1,"(0, 1]",0.00011247859689083158,ZNF180,271.2404970760234,1368.0,239.0,83.92656191879789,200.0,645.0,200.0,319.0
SALL1,1,"(0, 1]",5.552709395016302e-05,SALL1,333.0527272727273,550.0,274.0,163.00459541226874,212.0,1478.0,237.0,358.75
XRCC5,1,"(0, 1]",0.006429575448319422,XRCC5,263.8856901142104,80378.0,213.0,144.95008489992352,146.0,1488.0,166.0,308.0
ZFP42,1,"(0, 1]",0.00022836983400620274,ZFP42,185.51391282935236,4061.0,171.0,54.670041291001766,140.0,862.0,148.0,205.0
LIN9,1,"(0, 1]",0.0003652940658470938,LIN9,279.9240418118467,4305.0,226.0,152.80473100736236,144.0,1242.0,178.0,320.0
ZNF799,1,"(0, 1]",2.7190479259280115e-05,ZNF799,341.0608365019011,263.0,331.0,89.42716398745732,230.0,765.0,260.0,407.5
TCOF1,1,"(0, 1]",3.0454282536737712e-05,TCOF1,356.26241134751774,282.0,321.0,98.43520515594791,282.0,954.0,283.25,384.75
HSF2,1,"(0, 1]",0.0003772813511268431,HSF2,240.7850648094409,5169.0,212.0,107.31806027750712,141.0,1469.0,171.0,274.0
ZXDB,1,"(0, 1]",0.0064535948821542125,ZXDB,500.8903162055336,42504.0,403.0,275.3068876302177,225.0,1499.0,295.0,624.0
NRL,1,"(0, 1]",0.0017387562603055529,NRL,361.0501668030465,15887.0,322.0,141.86803429612254,220.0,1384.0,258.0,417.0
ZNF674,1,"(0, 1]",0.0003914575398584844,ZNF674,253.80974842767296,5088.0,232.0,106.07820964331938,150.0,1227.0,174.0,296.0
ZNF586,1,"(0, 1]",0.00011310304518205129,ZNF586,190.75511247443762,1956.0,175.0,55.14291916421863,143.0,857.0,150.0,215.0
ZNF280D,1,"(0, 1]",0.0010155784504206648,ZNF280D,343.09308755760367,9765.0,303.0,140.1323445332019,227.0,1484.0,254.0,379.0
SMC4,1,"(0, 1]",9.044496924816786e-06,SMC4,214.6546762589928,139.0,175.0,92.85837059115191,175.0,746.0,175.0,210.0
HKR1,1,"(0, 1]",1.3389565762847546e-05,HKR1,279.5632911392405,158.0,266.0,69.89286009517798,200.0,556.0,221.5,319.0
ZNF514,1,"(0, 1]",3.9234449893620714e-05,ZNF514,316.4572127139364,409.0,267.0,146.73328061571857,214.0,1490.0,229.0,345.0
ZSCAN31,1,"(0, 1]",0.00011809590333966289,ZSCAN31,197.76040609137056,1970.0,181.0,59.86908398925206,152.0,1151.0,157.0,218.0
PRDM2,1,"(0, 1]",8.870197037704486e-05,PRDM2,379.04145077720204,772.0,326.5,156.06376807678046,256.0,1476.0,279.0,418.25
ZNF580,1,"(0, 1]",0.004330681973783392,ZNF580,374.3067229092433,38168.0,311.0,190.64828115556335,209.0,1498.0,247.0,427.0
ILF3,1,"(0, 1]",0.00767892733237701,ILF3,475.4167479918925,53284.0,402.0,257.635079594821,191.0,1499.0,281.0,584.0
ZNF570,1,"(0, 1]",7.988391174035484e-06,ZNF570,361.0,73.0,346.0,69.02958303027285,284.0,561.0,305.0,404.0
JDP2,1,"(0, 1]",0.00011194599706186409,JDP2,238.25806451612902,1550.0,214.0,75.67150122048338,171.0,961.0,186.0,262.0
ESRRB,1,"(0, 1]",5.324452325458804e-05,ESRRB,343.7358121330724,511.0,263.0,216.19363749066946,174.0,1479.0,208.0,393.0
MLX,1,"(0, 1]",0.0036373782551588365,MLX,289.53963274859444,41443.0,239.0,165.42225487673724,126.0,1496.0,170.0,356.0
FOXO1-PAX3,1,"(0, 1]",0.004172075442246208,FOXO1-PAX3,263.07529101439303,52317.0,233.0,91.26340319473843,188.0,1281.0,194.0,297.0
ETV2,1,"(0, 1]",0.000762341933563187,ETV2,222.9520390070922,11280.0,205.0,69.09706751497974,160.0,776.0,169.0,252.0
TGIF2,1,"(0, 1]",0.0009388201145690315,TGIF2,201.18780044173053,15394.0,168.0,104.6432677152928,101.0,1208.0,128.0,240.0
PRMT5,1,"(0, 1]",4.526795415985235e-05,PRMT5,157.02944269190326,951.0,142.0,51.46828533546939,105.0,472.0,122.0,173.0
ZNF284,1,"(0, 1]",2.7804014861915406e-05,ZNF284,302.7161716171617,303.0,294.0,65.79286155543451,223.0,504.0,244.0,349.5
LHX2,1,"(0, 1]",0.0021148353969066788,LHX2,308.9750221434898,22580.0,268.0,142.0481254889922,180.0,1462.0,209.0,359.0
GLI1,1,"(0, 1]",6.901972399408566e-06,GLI1,112.71782178217822,202.0,112.0,1.2869723071318115,112.0,120.0,112.0,113.0
ZC3H8,1,"(0, 1]",0.0011974938785136978,ZC3H8,351.9624910905203,11224.0,312.0,101.78465736974364,283.0,1366.0,283.0,382.0
ZNF623,1,"(0, 1]",0.0017381205961955102,ZNF623,369.7863407713143,15506.0,356.0,116.5431565116478,226.0,1483.0,288.0,416.0
IFNA1,1,"(0, 1]",0.005492376171135416,IFNA1,366.0968641396589,49492.0,280.0,231.12889004249237,177.0,1499.0,214.0,423.0
PRDM6,1,"(0, 1]",0.009054340473050173,PRDM6,354.21847613400536,84325.0,299.0,180.12628094906978,142.0,1499.0,231.0,419.0
PREB,1,"(0, 1]",0.00022352641905615004,PREB,212.19971223021582,3475.0,186.0,88.4722103777702,131.0,902.0,153.0,239.0
PPARGC1A,1,"(0, 1]",1.071474453871029e-05,PPARGC1A,207.92352941176472,170.0,188.5,57.473122397520996,155.0,458.0,169.0,230.0
ZNF28,1,"(0, 1]",0.0008668763962947976,ZNF28,250.328168767507,11424.0,213.0,139.79358562196646,126.0,1492.0,156.0,292.0
RING1,1,"(0, 1]",0.0006819357284219721,RING1,497.4891640866873,4522.0,411.0,244.00201788313393,292.0,1494.0,321.0,577.0
ZNF740,1,"(0, 1]",0.0005289413501195656,ZNF740,368.7512679628064,4732.0,326.0,166.95061601877742,194.0,1446.0,256.0,428.0
ZNF671,1,"(0, 1]",0.000288214411942697,ZNF671,289.9646233607807,3279.0,270.0,97.52376768911299,190.0,1115.0,215.0,339.0
E2F3,1,"(0, 1]",0.0013448585220274963,E2F3,377.6125627712997,11749.0,317.0,192.4649136019387,188.0,1497.0,239.0,453.0
HOMEZ,1,"(0, 1]",9.902446438719288e-05,HOMEZ,301.0811059907834,1085.0,268.0,109.6385493197107,196.0,1121.0,225.0,343.0
RBM15,1,"(0, 1]",1.2095805905116606e-05,RBM15,353.12389380530976,113.0,288.0,166.51443163235362,209.0,1100.0,242.0,411.0
MYOCD,1,"(0, 1]",0.0011453830623509356,MYOCD,379.44547097810806,9958.0,337.0,129.22138563351487,262.0,1454.0,288.0,429.0
HOXA3,1,"(0, 1]",0.008126590371659323,HOXA3,350.58071139008763,76470.0,242.0,276.012623358319,120.0,1499.0,164.0,422.0
CIITA,1,"(0, 1]",0.00012280230342193342,CIITA,261.0270618556701,1552.0,237.0,90.24518812807774,177.0,1198.0,193.0,302.0
WDHD1,1,"(0, 1]",0.0004626419168853856,WDHD1,190.99174070829685,7991.0,174.0,62.658031951785645,127.0,749.0,147.0,215.0
ZNF7,1,"(0, 1]",2.144282680791265e-05,ZNF7,330.5514018691589,214.0,299.5,89.02230913567193,248.0,809.0,249.0,388.75
ZNF335,1,"(0, 1]",0.00931478300193623,ZNF335,603.0546560690806,50955.0,504.0,331.66039881680496,226.0,1499.0,330.0,805.0
RBM14,1,"(0, 1]",0.0007623525431215329,RBM14,299.7537544696067,8390.0,254.0,136.38019615768866,193.0,1464.0,211.0,340.0
ZNF154,1,"(0, 1]",6.721913037765601e-06,ZNF154,418.39622641509436,53.0,431.0,89.21545649602373,287.0,613.0,342.0,498.0
REL,1,"(0, 1]",0.0010632420428550362,REL,438.3331667083229,8002.0,355.0,220.81604109913167,266.0,1493.0,291.0,499.0
RUVBL1,1,"(0, 1]",0.000506004091236064,RUVBL1,242.83721268548152,6874.0,205.0,122.11683936350487,140.0,1403.0,163.0,278.0
ZKSCAN5,1,"(0, 1]",0.00043521923986344804,ZKSCAN5,226.70930048949944,6333.0,201.0,101.57276613186312,128.0,1301.0,152.0,269.0
NEUROG2,1,"(0, 1]",0.005579467913685782,NEUROG2,264.0733131518916,69701.0,235.0,97.72242108901071,163.0,1309.0,199.0,295.0
SOX13,1,"(0, 1]",0.0012472548290679475,SOX13,239.42880418970032,17185.0,209.0,107.47961814217365,131.0,1343.0,162.0,283.0
DMAP1,1,"(0, 1]",0.0062741235931738516,DMAP1,450.7553029313123,45918.0,325.0,326.98231888920816,140.0,1499.0,208.0,586.0
ZNF750,1,"(0, 1]",0.005110757935686981,ZNF750,304.90896102721763,55295.0,273.0,124.65525794328258,181.0,1408.0,213.0,356.0
DEK,1,"(0, 1]",0.0037503667171107516,DEK,219.26681435533894,56425.0,179.0,126.86096784619473,112.0,1490.0,135.0,259.0
PBX1-2-3,1,"(0, 1]",0.0007167763055091706,PBX1-2-3,221.90146396396398,10656.0,189.0,115.53151344742348,118.0,1488.0,148.0,254.0
ZNF490,1,"(0, 1]",0.0007041224368350563,ZNF490,209.1139719121354,11108.0,205.0,51.52694609352042,141.0,867.0,165.0,245.0
SMAD1-5-8,1,"(0, 1]",4.924956984197416e-05,SMAD1-5-8,286.0387323943662,568.0,236.0,146.12094932106453,161.0,1317.0,191.0,324.25
INSM2,1,"(0, 1]",0.0024715226858932865,INSM2,377.48673549701374,21599.0,319.0,182.43874691787997,205.0,1486.0,250.0,441.0
ZNF383,1,"(0, 1]",0.00013563562519721388,ZNF383,315.1056338028169,1420.0,276.0,95.63790560585657,234.0,890.0,234.0,383.25
ICE2,1,"(0, 1]",0.0002056647728853586,ICE2,304.9303370786517,2225.0,263.0,125.59694549167054,235.0,1486.0,235.0,320.0
ZNF460,1,"(0, 1]",5.7808148994545705e-05,ZNF460,339.93582887700535,561.0,311.0,101.32225543355263,243.0,892.0,252.0,398.0
MED,1,"(0, 1]",0.005279740009026043,MED,583.9865213746857,29825.0,506.0,275.74137924449417,275.0,1499.0,369.0,720.0
CD74,1,"(0, 1]",0.0012318048870743133,CD74,346.37026934878963,11732.0,319.0,118.9799560873761,209.0,1413.0,259.0,400.0
PLRG1,1,"(0, 1]",0.0002770073838967339,PLRG1,324.05070921985816,2820.0,267.0,166.61573890671394,193.0,1432.0,216.0,365.0
ZNF169,1,"(0, 1]",0.0002842452246003519,ZNF169,366.0031225604996,2562.0,310.0,169.55873085081421,235.0,1496.0,261.0,399.0
CXXC5,1,"(0, 1]",0.0007815479623415315,CXXC5,244.03767155702792,10565.0,212.0,112.57284359970073,126.0,1041.0,164.0,290.0
PAF1,1,"(0, 1]",0.007578218979515192,PAF1,428.03612642536723,58406.0,332.0,262.5233499473673,201.0,1499.0,243.0,514.0
NCOA6,1,"(0, 1]",0.00018860520932552217,NCOA6,388.87,1600.0,345.0,155.41741684383868,230.0,1345.0,275.0,460.0
ZNF883,1,"(0, 1]",0.006750627958994076,ZNF883,429.50295081967215,51850.0,296.0,318.0637545971527,142.0,1499.0,197.0,564.0
PHF5A,1,"(0, 1]",0.005078325425214077,PHF5A,299.7915071042554,55882.0,231.0,198.75520955504655,123.0,1498.0,161.0,370.0
ZNF225,1,"(0, 1]",8.584345222840318e-06,ZNF225,304.505376344086,93.0,296.0,74.20368906449826,212.0,512.0,242.0,340.0
ZNF440,1,"(0, 1]",0.0012093380863208956,ZNF440,297.7905501231619,13397.0,245.0,89.34809280193814,245.0,1066.0,245.0,325.0
ZNF479,1,"(0, 1]",0.0021409497638194396,ZNF479,187.81058873584,37606.0,151.0,119.41459297722508,82.0,1450.0,101.0,234.0
ZNF260,1,"(0, 1]",0.00022016137027904809,ZNF260,201.35652897144442,3607.0,184.0,61.39056364312969,148.0,878.0,155.0,228.5
ZNF681,1,"(0, 1]",2.7818565113361302e-05,ZNF681,422.9078341013825,217.0,410.0,102.43326998321312,292.0,773.0,322.0,511.0
GATAD1,1,"(0, 1]",0.0010293396538558596,GATAD1,387.94710385010853,8753.0,334.0,173.28714391044494,219.0,1493.0,261.0,459.0
CREB3,1,"(0, 1]",0.0019358779136805012,CREB3,518.2415807839001,12323.0,437.0,253.7944437719184,264.0,1499.0,329.0,616.0
ZNF85,1,"(0, 1]",9.229345744227359e-05,ZNF85,189.81795511221947,1604.0,173.0,61.47621931623491,137.0,849.0,145.0,214.0
SMAD3-HIF1A,1,"(0, 1]",0.004845050640819416,SMAD3-HIF1A,275.238862771435,58071.0,249.0,107.43568644446569,174.0,1276.0,180.0,330.0
ZNF641,1,"(0, 1]",2.6432956793378142e-05,ZNF641,344.6640316205534,253.0,306.0,105.33560204548472,267.0,1009.0,267.0,385.0
NR1H2,1,"(0, 1]",0.003563728216772333,NR1H2,284.6936917302337,41295.0,244.0,143.287754875006,149.0,1464.0,187.0,331.0
ZNF124,1,"(0, 1]",1.8588249352370883e-05,ZNF124,281.2889908256881,218.0,262.5,79.93703725009138,202.0,601.0,218.0,318.75
HMGXB4,1,"(0, 1]",0.008673659213168806,HMGXB4,357.02783739269313,80144.0,249.0,281.0554931346613,118.0,1499.0,173.0,417.0
PTTG1,1,"(0, 1]",0.0005527501084386286,PTTG1,440.13371952691284,4143.0,361.0,229.43930455776146,234.0,1495.0,286.0,503.5
ZNF716,1,"(0, 1]",0.00012155007240687097,ZNF716,265.37590999338187,1511.0,254.0,71.49022293697676,184.0,763.0,206.0,306.0
ZNF212,1,"(0, 1]",4.930110198251171e-06,ZNF212,312.7692307692308,52.0,294.0,42.49411280314127,294.0,460.0,294.0,294.0
PARP1,1,"(0, 1]",0.00330934010813896,PARP1,389.2474061396941,28047.0,333.0,156.94295461166547,268.0,1485.0,281.0,436.0
ZNF549,1,"(0, 1]",0.0010470354877862155,ZNF549,240.0832696184055,14387.0,219.0,86.00878645435776,157.0,1457.0,176.0,276.0
ZBTB18,1,"(0, 1]",0.00011875733351997425,ZBTB18,188.62301396244584,2077.0,174.0,56.453007978265724,141.0,857.0,150.0,210.0
RBFOX2,1,"(0, 1]",0.009191943413494967,RBFOX2,461.4873835758203,65708.0,330.0,321.7471822433266,180.0,1499.0,224.0,582.0
TRIP13,1,"(0, 1]",0.00013158095512762414,TRIP13,345.3253778838504,1257.0,299.0,148.9901300551747,216.0,1383.0,249.0,390.0
DLX6,1,"(0, 1]",0.0017287417466176763,DLX6,241.59995763609405,23605.0,207.0,116.76806220361136,123.0,1391.0,158.0,289.0
ZNF25,1,"(0, 1]",7.859288005477001e-05,ZNF25,319.29926108374383,812.0,293.0,63.38135687219164,293.0,672.0,293.0,298.25
FOSB,1,"(0, 1]",0.00026906719043061296,FOSB,453.10311383358857,1959.0,341.0,294.747646752422,165.0,1498.0,235.0,581.0
CERS6,1,"(0, 1]",0.00015000490789075178,CERS6,215.15347826086958,2300.0,194.0,78.11060744413,140.0,771.0,161.0,243.0
ZNF395,1,"(0, 1]",0.0003779812788474384,ZNF395,305.2452876376989,4085.0,265.0,134.51437323463213,178.0,1400.0,215.0,349.0
ZNF800,1,"(0, 1]",0.0025500391771279655,ZNF800,332.99113327791633,25263.0,255.0,222.0153593987486,141.0,1496.0,187.0,393.0
ZNF354B,1,"(0, 1]",0.00016097428182976523,ZNF354B,299.3461104847802,1774.0,265.0,138.804043885891,158.0,1267.0,205.0,343.75
BAHD1,1,"(0, 1]",0.0002862810472818235,BAHD1,117.42086286211612,8043.0,100.0,55.01818150255727,84.0,1298.0,88.0,123.0
ZNF808,1,"(0, 1]",0.00013206414472772328,ZNF808,303.3899721448468,1436.0,296.5,80.62816799534112,200.0,950.0,237.0,356.25
MPHOSPH8,1,"(0, 1]",0.0016981698495484175,MPHOSPH8,343.18261455525607,16324.0,251.0,246.02821616244128,153.0,1499.0,186.0,391.0
RORB,1,"(0, 1]",0.0029872217915458943,RORB,391.567608376048,25167.0,365.0,149.13168484928053,208.0,1497.0,280.0,464.0
ZNF540,1,"(0, 1]",8.320925045621905e-06,ZNF540,415.90909090909093,66.0,407.5,91.49438440484954,283.0,613.0,340.25,484.5
ZFP28,1,"(0, 1]",0.0002581211575199606,ZFP28,225.74734888653234,3772.0,216.0,67.14246327646404,142.0,861.0,170.0,272.0
ZNF350,1,"(0, 1]",0.0006802463836030559,ZNF350,264.3195524146054,8490.0,243.0,113.77074557420174,141.0,1440.0,184.0,308.0
